year,round,from_country_id,to_country_id,from_country,to_country,total_points,tele_points,jury_points
1957-05-01,final,AT,AT,AUSTRIA,AUSTRIA,0,0,0
1957-05-01,final,BE,AT,BELGIUM,AUSTRIA,0,0,0
1957-05-01,final,CH,AT,SWITZERLAND,AUSTRIA,0,0,0
1957-05-01,final,DE,AT,GERMANY,AUSTRIA,0,0,0
1957-05-01,final,DK,AT,DENMARK,AUSTRIA,0,0,0
1957-05-01,final,FR,AT,FRANCE,AUSTRIA,0,0,0
1957-05-01,final,GB,AT,UNITED KINGDOM,AUSTRIA,2,0,2
1957-05-01,final,IT,AT,ITALY,AUSTRIA,0,0,0
1957-05-01,final,LU,AT,LUXEMBOURG,AUSTRIA,0,0,0
1957-05-01,final,NL,AT,NETHERLANDS,AUSTRIA,1,0,1
1957-05-01,final,AT,BE,AUSTRIA,BELGIUM,0,0,0
1957-05-01,final,BE,BE,BELGIUM,BELGIUM,0,0,0
1957-05-01,final,CH,BE,SWITZERLAND,BELGIUM,1,0,1
1957-05-01,final,DE,BE,GERMANY,BELGIUM,2,0,2
1957-05-01,final,DK,BE,DENMARK,BELGIUM,2,0,2
1957-05-01,final,FR,BE,FRANCE,BELGIUM,0,0,0
1957-05-01,final,GB,BE,UNITED KINGDOM,BELGIUM,0,0,0
1957-05-01,final,IT,BE,ITALY,BELGIUM,0,0,0
1957-05-01,final,LU,BE,LUXEMBOURG,BELGIUM,0,0,0
1957-05-01,final,NL,BE,NETHERLANDS,BELGIUM,0,0,0
1957-05-01,final,AT,DK,AUSTRIA,DENMARK,0,0,0
1957-05-01,final,BE,DK,BELGIUM,DENMARK,0,0,0
1957-05-01,final,CH,DK,SWITZERLAND,DENMARK,0,0,0
1957-05-01,final,DE,DK,GERMANY,DENMARK,0,0,0
1957-05-01,final,DK,DK,DENMARK,DENMARK,0,0,0
1957-05-01,final,FR,DK,FRANCE,DENMARK,0,0,0
1957-05-01,final,GB,DK,UNITED KINGDOM,DENMARK,2,0,2
1957-05-01,final,IT,DK,ITALY,DENMARK,3,0,3
1957-05-01,final,LU,DK,LUXEMBOURG,DENMARK,0,0,0
1957-05-01,final,NL,DK,NETHERLANDS,DENMARK,5,0,5
1957-05-01,final,AT,FR,AUSTRIA,FRANCE,0,0,0
1957-05-01,final,BE,FR,BELGIUM,FRANCE,2,0,2
1957-05-01,final,CH,FR,SWITZERLAND,FRANCE,0,0,0
1957-05-01,final,DE,FR,GERMANY,FRANCE,6,0,6
1957-05-01,final,DK,FR,DENMARK,FRANCE,2,0,2
1957-05-01,final,FR,FR,FRANCE,FRANCE,0,0,0
1957-05-01,final,GB,FR,UNITED KINGDOM,FRANCE,2,0,2
1957-05-01,final,IT,FR,ITALY,FRANCE,0,0,0
1957-05-01,final,LU,FR,LUXEMBOURG,FRANCE,4,0,4
1957-05-01,final,NL,FR,NETHERLANDS,FRANCE,1,0,1
1957-05-01,final,AT,DE,AUSTRIA,GERMANY,0,0,0
1957-05-01,final,BE,DE,BELGIUM,GERMANY,1,0,1
1957-05-01,final,CH,DE,SWITZERLAND,GERMANY,0,0,0
1957-05-01,final,DE,DE,GERMANY,GERMANY,0,0,0
1957-05-01,final,DK,DE,DENMARK,GERMANY,0,0,0
1957-05-01,final,FR,DE,FRANCE,GERMANY,6,0,6
1957-05-01,final,GB,DE,UNITED KINGDOM,GERMANY,0,0,0
1957-05-01,final,IT,DE,ITALY,GERMANY,1,0,1
1957-05-01,final,LU,DE,LUXEMBOURG,GERMANY,0,0,0
1957-05-01,final,NL,DE,NETHERLANDS,GERMANY,0,0,0
1957-05-01,final,AT,IT,AUSTRIA,ITALY,0,0,0
1957-05-01,final,BE,IT,BELGIUM,ITALY,1,0,1
1957-05-01,final,CH,IT,SWITZERLAND,ITALY,0,0,0
1957-05-01,final,DE,IT,GERMANY,ITALY,0,0,0
1957-05-01,final,DK,IT,DENMARK,ITALY,1,0,1
1957-05-01,final,FR,IT,FRANCE,ITALY,0,0,0
1957-05-01,final,GB,IT,UNITED KINGDOM,ITALY,2,0,2
1957-05-01,final,IT,IT,ITALY,ITALY,0,0,0
1957-05-01,final,LU,IT,LUXEMBOURG,ITALY,1,0,1
1957-05-01,final,NL,IT,NETHERLANDS,ITALY,2,0,2
1957-05-01,final,AT,LU,AUSTRIA,LUXEMBOURG,3,0,3
1957-05-01,final,BE,LU,BELGIUM,LUXEMBOURG,0,0,0
1957-05-01,final,CH,LU,SWITZERLAND,LUXEMBOURG,0,0,0
1957-05-01,final,DE,LU,GERMANY,LUXEMBOURG,0,0,0
1957-05-01,final,DK,LU,DENMARK,LUXEMBOURG,0,0,0
1957-05-01,final,FR,LU,FRANCE,LUXEMBOURG,0,0,0
1957-05-01,final,GB,LU,UNITED KINGDOM,LUXEMBOURG,1,0,1
1957-05-01,final,IT,LU,ITALY,LUXEMBOURG,4,0,4
1957-05-01,final,LU,LU,LUXEMBOURG,LUXEMBOURG,0,0,0
1957-05-01,final,NL,LU,NETHERLANDS,LUXEMBOURG,0,0,0
1957-05-01,final,AT,NL,AUSTRIA,NETHERLANDS,6,0,6
1957-05-01,final,BE,NL,BELGIUM,NETHERLANDS,5,0,5
1957-05-01,final,CH,NL,SWITZERLAND,NETHERLANDS,7,0,7
1957-05-01,final,DE,NL,GERMANY,NETHERLANDS,1,0,1
1957-05-01,final,DK,NL,DENMARK,NETHERLANDS,3,0,3
1957-05-01,final,FR,NL,FRANCE,NETHERLANDS,4,0,4
1957-05-01,final,GB,NL,UNITED KINGDOM,NETHERLANDS,1,0,1
1957-05-01,final,IT,NL,ITALY,NETHERLANDS,1,0,1
1957-05-01,final,LU,NL,LUXEMBOURG,NETHERLANDS,3,0,3
1957-05-01,final,NL,NL,NETHERLANDS,NETHERLANDS,0,0,0
1957-05-01,final,AT,CH,AUSTRIA,SWITZERLAND,0,0,0
1957-05-01,final,BE,CH,BELGIUM,SWITZERLAND,0,0,0
1957-05-01,final,CH,CH,SWITZERLAND,SWITZERLAND,0,0,0
1957-05-01,final,DE,CH,GERMANY,SWITZERLAND,1,0,1
1957-05-01,final,DK,CH,DENMARK,SWITZERLAND,2,0,2
1957-05-01,final,FR,CH,FRANCE,SWITZERLAND,0,0,0
1957-05-01,final,GB,CH,UNITED KINGDOM,SWITZERLAND,0,0,0
1957-05-01,final,IT,CH,ITALY,SWITZERLAND,1,0,1
1957-05-01,final,LU,CH,LUXEMBOURG,SWITZERLAND,1,0,1
1957-05-01,final,NL,CH,NETHERLANDS,SWITZERLAND,0,0,0
1957-05-01,final,AT,GB,AUSTRIA,UNITED KINGDOM,1,0,1
1957-05-01,final,BE,GB,BELGIUM,UNITED KINGDOM,1,0,1
1957-05-01,final,CH,GB,SWITZERLAND,UNITED KINGDOM,2,0,2
1957-05-01,final,DE,GB,GERMANY,UNITED KINGDOM,0,0,0
1957-05-01,final,DK,GB,DENMARK,UNITED KINGDOM,0,0,0
1957-05-01,final,FR,GB,FRANCE,UNITED KINGDOM,0,0,0
1957-05-01,final,GB,GB,UNITED KINGDOM,UNITED KINGDOM,0,0,0
1957-05-01,final,IT,GB,ITALY,UNITED KINGDOM,0,0,0
1957-05-01,final,LU,GB,LUXEMBOURG,UNITED KINGDOM,1,0,1
1957-05-01,final,NL,GB,NETHERLANDS,UNITED KINGDOM,1,0,1
1958-05-01,final,AT,AT,AUSTRIA,AUSTRIA,0,0,0
1958-05-01,final,BE,AT,BELGIUM,AUSTRIA,1,0,1
1958-05-01,final,CH,AT,SWITZERLAND,AUSTRIA,2,0,2
1958-05-01,final,DE,AT,GERMANY,AUSTRIA,0,0,0
1958-05-01,final,DK,AT,DENMARK,AUSTRIA,0,0,0
1958-05-01,final,FR,AT,FRANCE,AUSTRIA,3,0,3
1958-05-01,final,IT,AT,ITALY,AUSTRIA,0,0,0
1958-05-01,final,LU,AT,LUXEMBOURG,AUSTRIA,1,0,1
1958-05-01,final,NL,AT,NETHERLANDS,AUSTRIA,0,0,0
1958-05-01,final,SE,AT,SWEDEN,AUSTRIA,1,0,1
1958-05-01,final,AT,BE,AUSTRIA,BELGIUM,0,0,0
1958-05-01,final,BE,BE,BELGIUM,BELGIUM,0,0,0
1958-05-01,final,CH,BE,SWITZERLAND,BELGIUM,1,0,1
1958-05-01,final,DE,BE,GERMANY,BELGIUM,5,0,5
1958-05-01,final,DK,BE,DENMARK,BELGIUM,1,0,1
1958-05-01,final,FR,BE,FRANCE,BELGIUM,0,0,0
1958-05-01,final,IT,BE,ITALY,BELGIUM,0,0,0
1958-05-01,final,LU,BE,LUXEMBOURG,BELGIUM,0,0,0
1958-05-01,final,NL,BE,NETHERLANDS,BELGIUM,0,0,0
1958-05-01,final,SE,BE,SWEDEN,BELGIUM,1,0,1
1958-05-01,final,AT,DK,AUSTRIA,DENMARK,0,0,0
1958-05-01,final,BE,DK,BELGIUM,DENMARK,0,0,0
1958-05-01,final,CH,DK,SWITZERLAND,DENMARK,0,0,0
1958-05-01,final,DE,DK,GERMANY,DENMARK,0,0,0
1958-05-01,final,DK,DK,DENMARK,DENMARK,0,0,0
1958-05-01,final,FR,DK,FRANCE,DENMARK,1,0,1
1958-05-01,final,IT,DK,ITALY,DENMARK,0,0,0
1958-05-01,final,LU,DK,LUXEMBOURG,DENMARK,0,0,0
1958-05-01,final,NL,DK,NETHERLANDS,DENMARK,1,0,1
1958-05-01,final,SE,DK,SWEDEN,DENMARK,1,0,1
1958-05-01,final,AT,FR,AUSTRIA,FRANCE,7,0,7
1958-05-01,final,BE,FR,BELGIUM,FRANCE,1,0,1
1958-05-01,final,CH,FR,SWITZERLAND,FRANCE,1,0,1
1958-05-01,final,DE,FR,GERMANY,FRANCE,1,0,1
1958-05-01,final,DK,FR,DENMARK,FRANCE,9,0,9
1958-05-01,final,FR,FR,FRANCE,FRANCE,0,0,0
1958-05-01,final,IT,FR,ITALY,FRANCE,6,0,6
1958-05-01,final,LU,FR,LUXEMBOURG,FRANCE,1,0,1
1958-05-01,final,NL,FR,NETHERLANDS,FRANCE,0,0,0
1958-05-01,final,SE,FR,SWEDEN,FRANCE,1,0,1
1958-05-01,final,AT,DE,AUSTRIA,GERMANY,1,0,1
1958-05-01,final,BE,DE,BELGIUM,GERMANY,1,0,1
1958-05-01,final,CH,DE,SWITZERLAND,GERMANY,0,0,0
1958-05-01,final,DE,DE,GERMANY,GERMANY,0,0,0
1958-05-01,final,DK,DE,DENMARK,GERMANY,0,0,0
1958-05-01,final,FR,DE,FRANCE,GERMANY,2,0,2
1958-05-01,final,IT,DE,ITALY,GERMANY,0,0,0
1958-05-01,final,LU,DE,LUXEMBOURG,GERMANY,0,0,0
1958-05-01,final,NL,DE,NETHERLANDS,GERMANY,0,0,0
1958-05-01,final,SE,DE,SWEDEN,GERMANY,1,0,1
1958-05-01,final,AT,IT,AUSTRIA,ITALY,1,0,1
1958-05-01,final,BE,IT,BELGIUM,ITALY,4,0,4
1958-05-01,final,CH,IT,SWITZERLAND,ITALY,1,0,1
1958-05-01,final,DE,IT,GERMANY,ITALY,4,0,4
1958-05-01,final,DK,IT,DENMARK,ITALY,0,0,0
1958-05-01,final,FR,IT,FRANCE,ITALY,1,0,1
1958-05-01,final,IT,IT,ITALY,ITALY,0,0,0
1958-05-01,final,LU,IT,LUXEMBOURG,ITALY,0,0,0
1958-05-01,final,NL,IT,NETHERLANDS,ITALY,1,0,1
1958-05-01,final,SE,IT,SWEDEN,ITALY,1,0,1
1958-05-01,final,AT,LU,AUSTRIA,LUXEMBOURG,0,0,0
1958-05-01,final,BE,LU,BELGIUM,LUXEMBOURG,0,0,0
1958-05-01,final,CH,LU,SWITZERLAND,LUXEMBOURG,1,0,1
1958-05-01,final,DE,LU,GERMANY,LUXEMBOURG,0,0,0
1958-05-01,final,DK,LU,DENMARK,LUXEMBOURG,0,0,0
1958-05-01,final,FR,LU,FRANCE,LUXEMBOURG,0,0,0
1958-05-01,final,IT,LU,ITALY,LUXEMBOURG,0,0,0
1958-05-01,final,LU,LU,LUXEMBOURG,LUXEMBOURG,0,0,0
1958-05-01,final,NL,LU,NETHERLANDS,LUXEMBOURG,0,0,0
1958-05-01,final,SE,LU,SWEDEN,LUXEMBOURG,0,0,0
1958-05-01,final,AT,NL,AUSTRIA,NETHERLANDS,0,0,0
1958-05-01,final,BE,NL,BELGIUM,NETHERLANDS,0,0,0
1958-05-01,final,CH,NL,SWITZERLAND,NETHERLANDS,1,0,1
1958-05-01,final,DE,NL,GERMANY,NETHERLANDS,0,0,0
1958-05-01,final,DK,NL,DENMARK,NETHERLANDS,0,0,0
1958-05-01,final,FR,NL,FRANCE,NETHERLANDS,0,0,0
1958-05-01,final,IT,NL,ITALY,NETHERLANDS,0,0,0
1958-05-01,final,LU,NL,LUXEMBOURG,NETHERLANDS,0,0,0
1958-05-01,final,NL,NL,NETHERLANDS,NETHERLANDS,0,0,0
1958-05-01,final,SE,NL,SWEDEN,NETHERLANDS,0,0,0
1958-05-01,final,AT,SE,AUSTRIA,SWEDEN,1,0,1
1958-05-01,final,BE,SE,BELGIUM,SWEDEN,1,0,1
1958-05-01,final,CH,SE,SWITZERLAND,SWEDEN,3,0,3
1958-05-01,final,DE,SE,GERMANY,SWEDEN,0,0,0
1958-05-01,final,DK,SE,DENMARK,SWEDEN,0,0,0
1958-05-01,final,FR,SE,FRANCE,SWEDEN,0,0,0
1958-05-01,final,IT,SE,ITALY,SWEDEN,0,0,0
1958-05-01,final,LU,SE,LUXEMBOURG,SWEDEN,3,0,3
1958-05-01,final,NL,SE,NETHERLANDS,SWEDEN,2,0,2
1958-05-01,final,SE,SE,SWEDEN,SWEDEN,0,0,0
1958-05-01,final,AT,CH,AUSTRIA,SWITZERLAND,0,0,0
1958-05-01,final,BE,CH,BELGIUM,SWITZERLAND,2,0,2
1958-05-01,final,CH,CH,SWITZERLAND,SWITZERLAND,0,0,0
1958-05-01,final,DE,CH,GERMANY,SWITZERLAND,0,0,0
1958-05-01,final,DK,CH,DENMARK,SWITZERLAND,0,0,0
1958-05-01,final,FR,CH,FRANCE,SWITZERLAND,3,0,3
1958-05-01,final,IT,CH,ITALY,SWITZERLAND,4,0,4
1958-05-01,final,LU,CH,LUXEMBOURG,SWITZERLAND,5,0,5
1958-05-01,final,NL,CH,NETHERLANDS,SWITZERLAND,6,0,6
1958-05-01,final,SE,CH,SWEDEN,SWITZERLAND,4,0,4
1959-05-01,final,AT,AT,AUSTRIA,AUSTRIA,0,0,0
1959-05-01,final,BE,AT,BELGIUM,AUSTRIA,0,0,0
1959-05-01,final,CH,AT,SWITZERLAND,AUSTRIA,1,0,1
1959-05-01,final,DE,AT,GERMANY,AUSTRIA,0,0,0
1959-05-01,final,DK,AT,DENMARK,AUSTRIA,0,0,0
1959-05-01,final,FR,AT,FRANCE,AUSTRIA,0,0,0
1959-05-01,final,GB,AT,UNITED KINGDOM,AUSTRIA,0,0,0
1959-05-01,final,IT,AT,ITALY,AUSTRIA,0,0,0
1959-05-01,final,MC,AT,MONACO,AUSTRIA,1,0,1
1959-05-01,final,NL,AT,NETHERLANDS,AUSTRIA,0,0,0
1959-05-01,final,SE,AT,SWEDEN,AUSTRIA,2,0,2
1959-05-01,final,AT,BE,AUSTRIA,BELGIUM,0,0,0
1959-05-01,final,BE,BE,BELGIUM,BELGIUM,0,0,0
1959-05-01,final,CH,BE,SWITZERLAND,BELGIUM,0,0,0
1959-05-01,final,DE,BE,GERMANY,BELGIUM,3,0,3
1959-05-01,final,DK,BE,DENMARK,BELGIUM,2,0,2
1959-05-01,final,FR,BE,FRANCE,BELGIUM,0,0,0
1959-05-01,final,GB,BE,UNITED KINGDOM,BELGIUM,2,0,2
1959-05-01,final,IT,BE,ITALY,BELGIUM,0,0,0
1959-05-01,final,MC,BE,MONACO,BELGIUM,1,0,1
1959-05-01,final,NL,BE,NETHERLANDS,BELGIUM,1,0,1
1959-05-01,final,SE,BE,SWEDEN,BELGIUM,0,0,0
1959-05-01,final,AT,DK,AUSTRIA,DENMARK,2,0,2
1959-05-01,final,BE,DK,BELGIUM,DENMARK,0,0,0
1959-05-01,final,CH,DK,SWITZERLAND,DENMARK,1,0,1
1959-05-01,final,DE,DK,GERMANY,DENMARK,0,0,0
1959-05-01,final,DK,DK,DENMARK,DENMARK,0,0,0
1959-05-01,final,FR,DK,FRANCE,DENMARK,0,0,0
1959-05-01,final,GB,DK,UNITED KINGDOM,DENMARK,2,0,2
1959-05-01,final,IT,DK,ITALY,DENMARK,1,0,1
1959-05-01,final,MC,DK,MONACO,DENMARK,1,0,1
1959-05-01,final,NL,DK,NETHERLANDS,DENMARK,1,0,1
1959-05-01,final,SE,DK,SWEDEN,DENMARK,4,0,4
1959-05-01,final,AT,FR,AUSTRIA,FRANCE,1,0,1
1959-05-01,final,BE,FR,BELGIUM,FRANCE,2,0,2
1959-05-01,final,CH,FR,SWITZERLAND,FRANCE,1,0,1
1959-05-01,final,DE,FR,GERMANY,FRANCE,4,0,4
1959-05-01,final,DK,FR,DENMARK,FRANCE,4,0,4
1959-05-01,final,FR,FR,FRANCE,FRANCE,0,0,0
1959-05-01,final,GB,FR,UNITED KINGDOM,FRANCE,0,0,0
1959-05-01,final,IT,FR,ITALY,FRANCE,1,0,1
1959-05-01,final,MC,FR,MONACO,FRANCE,2,0,2
1959-05-01,final,NL,FR,NETHERLANDS,FRANCE,0,0,0
1959-05-01,final,SE,FR,SWEDEN,FRANCE,0,0,0
1959-05-01,final,AT,DE,AUSTRIA,GERMANY,0,0,0
1959-05-01,final,BE,DE,BELGIUM,GERMANY,1,0,1
1959-05-01,final,CH,DE,SWITZERLAND,GERMANY,1,0,1
1959-05-01,final,DE,DE,GERMANY,GERMANY,0,0,0
1959-05-01,final,DK,DE,DENMARK,GERMANY,0,0,0
1959-05-01,final,FR,DE,FRANCE,GERMANY,2,0,2
1959-05-01,final,GB,DE,UNITED KINGDOM,GERMANY,0,0,0
1959-05-01,final,IT,DE,ITALY,GERMANY,1,0,1
1959-05-01,final,MC,DE,MONACO,GERMANY,0,0,0
1959-05-01,final,NL,DE,NETHERLANDS,GERMANY,0,0,0
1959-05-01,final,SE,DE,SWEDEN,GERMANY,0,0,0
1959-05-01,final,AT,IT,AUSTRIA,ITALY,0,0,0
1959-05-01,final,BE,IT,BELGIUM,ITALY,1,0,1
1959-05-01,final,CH,IT,SWITZERLAND,ITALY,3,0,3
1959-05-01,final,DE,IT,GERMANY,ITALY,0,0,0
1959-05-01,final,DK,IT,DENMARK,ITALY,0,0,0
1959-05-01,final,FR,IT,FRANCE,ITALY,3,0,3
1959-05-01,final,GB,IT,UNITED KINGDOM,ITALY,0,0,0
1959-05-01,final,IT,IT,ITALY,ITALY,0,0,0
1959-05-01,final,MC,IT,MONACO,ITALY,1,0,1
1959-05-01,final,NL,IT,NETHERLANDS,ITALY,0,0,0
1959-05-01,final,SE,IT,SWEDEN,ITALY,1,0,1
1959-05-01,final,AT,MC,AUSTRIA,MONACO,1,0,1
1959-05-01,final,BE,MC,BELGIUM,MONACO,0,0,0
1959-05-01,final,CH,MC,SWITZERLAND,MONACO,0,0,0
1959-05-01,final,DE,MC,GERMANY,MONACO,0,0,0
1959-05-01,final,DK,MC,DENMARK,MONACO,0,0,0
1959-05-01,final,FR,MC,FRANCE,MONACO,0,0,0
1959-05-01,final,GB,MC,UNITED KINGDOM,MONACO,0,0,0
1959-05-01,final,IT,MC,ITALY,MONACO,0,0,0
1959-05-01,final,MC,MC,MONACO,MONACO,0,0,0
1959-05-01,final,NL,MC,NETHERLANDS,MONACO,0,0,0
1959-05-01,final,SE,MC,SWEDEN,MONACO,0,0,0
1959-05-01,final,AT,NL,AUSTRIA,NETHERLANDS,3,0,3
1959-05-01,final,BE,NL,BELGIUM,NETHERLANDS,3,0,3
1959-05-01,final,CH,NL,SWITZERLAND,NETHERLANDS,0,0,0
1959-05-01,final,DE,NL,GERMANY,NETHERLANDS,2,0,2
1959-05-01,final,DK,NL,DENMARK,NETHERLANDS,0,0,0
1959-05-01,final,FR,NL,FRANCE,NETHERLANDS,4,0,4
1959-05-01,final,GB,NL,UNITED KINGDOM,NETHERLANDS,1,0,1
1959-05-01,final,IT,NL,ITALY,NETHERLANDS,7,0,7
1959-05-01,final,MC,NL,MONACO,NETHERLANDS,1,0,1
1959-05-01,final,NL,NL,NETHERLANDS,NETHERLANDS,0,0,0
1959-05-01,final,SE,NL,SWEDEN,NETHERLANDS,0,0,0
1959-05-01,final,AT,SE,AUSTRIA,SWEDEN,0,0,0
1959-05-01,final,BE,SE,BELGIUM,SWEDEN,0,0,0
1959-05-01,final,CH,SE,SWITZERLAND,SWEDEN,0,0,0
1959-05-01,final,DE,SE,GERMANY,SWEDEN,0,0,0
1959-05-01,final,DK,SE,DENMARK,SWEDEN,1,0,1
1959-05-01,final,FR,SE,FRANCE,SWEDEN,0,0,0
1959-05-01,final,GB,SE,UNITED KINGDOM,SWEDEN,0,0,0
1959-05-01,final,IT,SE,ITALY,SWEDEN,0,0,0
1959-05-01,final,MC,SE,MONACO,SWEDEN,0,0,0
1959-05-01,final,NL,SE,NETHERLANDS,SWEDEN,3,0,3
1959-05-01,final,SE,SE,SWEDEN,SWEDEN,0,0,0
1959-05-01,final,AT,CH,AUSTRIA,SWITZERLAND,1,0,1
1959-05-01,final,BE,CH,BELGIUM,SWITZERLAND,1,0,1
1959-05-01,final,CH,CH,SWITZERLAND,SWITZERLAND,0,0,0
1959-05-01,final,DE,CH,GERMANY,SWITZERLAND,1,0,1
1959-05-01,final,DK,CH,DENMARK,SWITZERLAND,2,0,2
1959-05-01,final,FR,CH,FRANCE,SWITZERLAND,0,0,0
1959-05-01,final,GB,CH,UNITED KINGDOM,SWITZERLAND,5,0,5
1959-05-01,final,IT,CH,ITALY,SWITZERLAND,0,0,0
1959-05-01,final,MC,CH,MONACO,SWITZERLAND,1,0,1
1959-05-01,final,NL,CH,NETHERLANDS,SWITZERLAND,0,0,0
1959-05-01,final,SE,CH,SWEDEN,SWITZERLAND,3,0,3
1959-05-01,final,AT,GB,AUSTRIA,UNITED KINGDOM,2,0,2
1959-05-01,final,BE,GB,BELGIUM,UNITED KINGDOM,2,0,2
1959-05-01,final,CH,GB,SWITZERLAND,UNITED KINGDOM,3,0,3
1959-05-01,final,DE,GB,GERMANY,UNITED KINGDOM,0,0,0
1959-05-01,final,DK,GB,DENMARK,UNITED KINGDOM,1,0,1
1959-05-01,final,FR,GB,FRANCE,UNITED KINGDOM,1,0,1
1959-05-01,final,GB,GB,UNITED KINGDOM,UNITED KINGDOM,0,0,0
1959-05-01,final,IT,GB,ITALY,UNITED KINGDOM,0,0,0
1959-05-01,final,MC,GB,MONACO,UNITED KINGDOM,2,0,2
1959-05-01,final,NL,GB,NETHERLANDS,UNITED KINGDOM,5,0,5
1959-05-01,final,SE,GB,SWEDEN,UNITED KINGDOM,0,0,0
1960-05-01,final,AT,AT,AUSTRIA,AUSTRIA,0,0,0
1960-05-01,final,BE,AT,BELGIUM,AUSTRIA,1,0,1
1960-05-01,final,CH,AT,SWITZERLAND,AUSTRIA,0,0,0
1960-05-01,final,DE,AT,GERMANY,AUSTRIA,0,0,0
1960-05-01,final,DK,AT,DENMARK,AUSTRIA,2,0,2
1960-05-01,final,FR,AT,FRANCE,AUSTRIA,0,0,0
1960-05-01,final,GB,AT,UNITED KINGDOM,AUSTRIA,2,0,2
1960-05-01,final,IT,AT,ITALY,AUSTRIA,1,0,1
1960-05-01,final,LU,AT,LUXEMBOURG,AUSTRIA,0,0,0
1960-05-01,final,MC,AT,MONACO,AUSTRIA,0,0,0
1960-05-01,final,NL,AT,NETHERLANDS,AUSTRIA,0,0,0
1960-05-01,final,NO,AT,NORWAY,AUSTRIA,0,0,0
1960-05-01,final,SE,AT,SWEDEN,AUSTRIA,0,0,0
1960-05-01,final,AT,BE,AUSTRIA,BELGIUM,1,0,1
1960-05-01,final,BE,BE,BELGIUM,BELGIUM,0,0,0
1960-05-01,final,CH,BE,SWITZERLAND,BELGIUM,0,0,0
1960-05-01,final,DE,BE,GERMANY,BELGIUM,1,0,1
1960-05-01,final,DK,BE,DENMARK,BELGIUM,0,0,0
1960-05-01,final,FR,BE,FRANCE,BELGIUM,0,0,0
1960-05-01,final,GB,BE,UNITED KINGDOM,BELGIUM,0,0,0
1960-05-01,final,IT,BE,ITALY,BELGIUM,3,0,3
1960-05-01,final,LU,BE,LUXEMBOURG,BELGIUM,0,0,0
1960-05-01,final,MC,BE,MONACO,BELGIUM,0,0,0
1960-05-01,final,NL,BE,NETHERLANDS,BELGIUM,0,0,0
1960-05-01,final,NO,BE,NORWAY,BELGIUM,0,0,0
1960-05-01,final,SE,BE,SWEDEN,BELGIUM,4,0,4
1960-05-01,final,AT,DK,AUSTRIA,DENMARK,0,0,0
1960-05-01,final,BE,DK,BELGIUM,DENMARK,0,0,0
1960-05-01,final,CH,DK,SWITZERLAND,DENMARK,0,0,0
1960-05-01,final,DE,DK,GERMANY,DENMARK,0,0,0
1960-05-01,final,DK,DK,DENMARK,DENMARK,0,0,0
1960-05-01,final,FR,DK,FRANCE,DENMARK,0,0,0
1960-05-01,final,GB,DK,UNITED KINGDOM,DENMARK,1,0,1
1960-05-01,final,IT,DK,ITALY,DENMARK,0,0,0
1960-05-01,final,LU,DK,LUXEMBOURG,DENMARK,1,0,1
1960-05-01,final,MC,DK,MONACO,DENMARK,0,0,0
1960-05-01,final,NL,DK,NETHERLANDS,DENMARK,0,0,0
1960-05-01,final,NO,DK,NORWAY,DENMARK,2,0,2
1960-05-01,final,SE,DK,SWEDEN,DENMARK,0,0,0
1960-05-01,final,AT,FR,AUSTRIA,FRANCE,1,0,1
1960-05-01,final,BE,FR,BELGIUM,FRANCE,3,0,3
1960-05-01,final,CH,FR,SWITZERLAND,FRANCE,1,0,1
1960-05-01,final,DE,FR,GERMANY,FRANCE,1,0,1
1960-05-01,final,DK,FR,DENMARK,FRANCE,4,0,4
1960-05-01,final,FR,FR,FRANCE,FRANCE,0,0,0
1960-05-01,final,GB,FR,UNITED KINGDOM,FRANCE,5,0,5
1960-05-01,final,IT,FR,ITALY,FRANCE,0,0,0
1960-05-01,final,LU,FR,LUXEMBOURG,FRANCE,1,0,1
1960-05-01,final,MC,FR,MONACO,FRANCE,5,0,5
1960-05-01,final,NL,FR,NETHERLANDS,FRANCE,2,0,2
1960-05-01,final,NO,FR,NORWAY,FRANCE,5,0,5
1960-05-01,final,SE,FR,SWEDEN,FRANCE,4,0,4
1960-05-01,final,AT,DE,AUSTRIA,GERMANY,2,0,2
1960-05-01,final,BE,DE,BELGIUM,GERMANY,2,0,2
1960-05-01,final,CH,DE,SWITZERLAND,GERMANY,0,0,0
1960-05-01,final,DE,DE,GERMANY,GERMANY,0,0,0
1960-05-01,final,DK,DE,DENMARK,GERMANY,0,0,0
1960-05-01,final,FR,DE,FRANCE,GERMANY,4,0,4
1960-05-01,final,GB,DE,UNITED KINGDOM,GERMANY,0,0,0
1960-05-01,final,IT,DE,ITALY,GERMANY,0,0,0
1960-05-01,final,LU,DE,LUXEMBOURG,GERMANY,0,0,0
1960-05-01,final,MC,DE,MONACO,GERMANY,2,0,2
1960-05-01,final,NL,DE,NETHERLANDS,GERMANY,0,0,0
1960-05-01,final,NO,DE,NORWAY,GERMANY,0,0,0
1960-05-01,final,SE,DE,SWEDEN,GERMANY,1,0,1
1960-05-01,final,AT,IT,AUSTRIA,ITALY,0,0,0
1960-05-01,final,BE,IT,BELGIUM,ITALY,1,0,1
1960-05-01,final,CH,IT,SWITZERLAND,ITALY,0,0,0
1960-05-01,final,DE,IT,GERMANY,ITALY,0,0,0
1960-05-01,final,DK,IT,DENMARK,ITALY,0,0,0
1960-05-01,final,FR,IT,FRANCE,ITALY,0,0,0
