year,round,from_country_id,to_country_id,from_country,to_country,total_points,tele_points,jury_points
1957-05-01,final,AT,AT,Austria,Austria,0,0,0
1957-05-01,final,BE,AT,Belgium,Austria,0,0,0
1957-05-01,final,CH,AT,Switzerland,Austria,0,0,0
1957-05-01,final,DE,AT,Germany,Austria,0,0,0
1957-05-01,final,DK,AT,Denmark,Austria,0,0,0
1957-05-01,final,FR,AT,France,Austria,0,0,0
1957-05-01,final,GB,AT,United Kingdom,Austria,2,0,2
1957-05-01,final,IT,AT,Italy,Austria,0,0,0
1957-05-01,final,LU,AT,Luxembourg,Austria,0,0,0
1957-05-01,final,NL,AT,Netherlands,Austria,1,0,1
1957-05-01,final,AT,BE,Austria,Belgium,0,0,0
1957-05-01,final,BE,BE,Belgium,Belgium,0,0,0
1957-05-01,final,CH,BE,Switzerland,Belgium,1,0,1
1957-05-01,final,DE,BE,Germany,Belgium,2,0,2
1957-05-01,final,DK,BE,Denmark,Belgium,2,0,2
1957-05-01,final,FR,BE,France,Belgium,0,0,0
1957-05-01,final,GB,BE,United Kingdom,Belgium,0,0,0
1957-05-01,final,IT,BE,Italy,Belgium,0,0,0
1957-05-01,final,LU,BE,Luxembourg,Belgium,0,0,0
1957-05-01,final,NL,BE,Netherlands,Belgium,0,0,0
1957-05-01,final,AT,DK,Austria,Denmark,0,0,0
1957-05-01,final,BE,DK,Belgium,Denmark,0,0,0
1957-05-01,final,CH,DK,Switzerland,Denmark,0,0,0
1957-05-01,final,DE,DK,Germany,Denmark,0,0,0
1957-05-01,final,DK,DK,Denmark,Denmark,0,0,0
1957-05-01,final,FR,DK,France,Denmark,0,0,0
1957-05-01,final,GB,DK,United Kingdom,Denmark,2,0,2
1957-05-01,final,IT,DK,Italy,Denmark,3,0,3
1957-05-01,final,LU,DK,Luxembourg,Denmark,0,0,0
1957-05-01,final,NL,DK,Netherlands,Denmark,5,0,5
1957-05-01,final,AT,FR,Austria,France,0,0,0
1957-05-01,final,BE,FR,Belgium,France,2,0,2
1957-05-01,final,CH,FR,Switzerland,France,0,0,0
1957-05-01,final,DE,FR,Germany,France,6,0,6
1957-05-01,final,DK,FR,Denmark,France,2,0,2
1957-05-01,final,FR,FR,France,France,0,0,0
1957-05-01,final,GB,FR,United Kingdom,France,2,0,2
1957-05-01,final,IT,FR,Italy,France,0,0,0
1957-05-01,final,LU,FR,Luxembourg,France,4,0,4
1957-05-01,final,NL,FR,Netherlands,France,1,0,1
1957-05-01,final,AT,DE,Austria,Germany,0,0,0
1957-05-01,final,BE,DE,Belgium,Germany,1,0,1
1957-05-01,final,CH,DE,Switzerland,Germany,0,0,0
1957-05-01,final,DE,DE,Germany,Germany,0,0,0
1957-05-01,final,DK,DE,Denmark,Germany,0,0,0
1957-05-01,final,FR,DE,France,Germany,6,0,6
1957-05-01,final,GB,DE,United Kingdom,Germany,0,0,0
1957-05-01,final,IT,DE,Italy,Germany,1,0,1
1957-05-01,final,LU,DE,Luxembourg,Germany,0,0,0
1957-05-01,final,NL,DE,Netherlands,Germany,0,0,0
1957-05-01,final,AT,IT,Austria,Italy,0,0,0
1957-05-01,final,BE,IT,Belgium,Italy,1,0,1
1957-05-01,final,CH,IT,Switzerland,Italy,0,0,0
1957-05-01,final,DE,IT,Germany,Italy,0,0,0
1957-05-01,final,DK,IT,Denmark,Italy,1,0,1
1957-05-01,final,FR,IT,France,Italy,0,0,0
1957-05-01,final,GB,IT,United Kingdom,Italy,2,0,2
1957-05-01,final,IT,IT,Italy,Italy,0,0,0
1957-05-01,final,LU,IT,Luxembourg,Italy,1,0,1
1957-05-01,final,NL,IT,Netherlands,Italy,2,0,2
1957-05-01,final,AT,LU,Austria,Luxembourg,3,0,3
1957-05-01,final,BE,LU,Belgium,Luxembourg,0,0,0
1957-05-01,final,CH,LU,Switzerland,Luxembourg,0,0,0
1957-05-01,final,DE,LU,Germany,Luxembourg,0,0,0
1957-05-01,final,DK,LU,Denmark,Luxembourg,0,0,0
1957-05-01,final,FR,LU,France,Luxembourg,0,0,0
1957-05-01,final,GB,LU,United Kingdom,Luxembourg,1,0,1
1957-05-01,final,IT,LU,Italy,Luxembourg,4,0,4
1957-05-01,final,LU,LU,Luxembourg,Luxembourg,0,0,0
1957-05-01,final,NL,LU,Netherlands,Luxembourg,0,0,0
1957-05-01,final,AT,NL,Austria,Netherlands,6,0,6
1957-05-01,final,BE,NL,Belgium,Netherlands,5,0,5
1957-05-01,final,CH,NL,Switzerland,Netherlands,7,0,7
1957-05-01,final,DE,NL,Germany,Netherlands,1,0,1
1957-05-01,final,DK,NL,Denmark,Netherlands,3,0,3
1957-05-01,final,FR,NL,France,Netherlands,4,0,4
1957-05-01,final,GB,NL,United Kingdom,Netherlands,1,0,1
1957-05-01,final,IT,NL,Italy,Netherlands,1,0,1
1957-05-01,final,LU,NL,Luxembourg,Netherlands,3,0,3
1957-05-01,final,NL,NL,Netherlands,Netherlands,0,0,0
1957-05-01,final,AT,CH,Austria,Switzerland,0,0,0
1957-05-01,final,BE,CH,Belgium,Switzerland,0,0,0
1957-05-01,final,CH,CH,Switzerland,Switzerland,0,0,0
1957-05-01,final,DE,CH,Germany,Switzerland,1,0,1
1957-05-01,final,DK,CH,Denmark,Switzerland,2,0,2
1957-05-01,final,FR,CH,France,Switzerland,0,0,0
1957-05-01,final,GB,CH,United Kingdom,Switzerland,0,0,0
1957-05-01,final,IT,CH,Italy,Switzerland,1,0,1
1957-05-01,final,LU,CH,Luxembourg,Switzerland,1,0,1
1957-05-01,final,NL,CH,Netherlands,Switzerland,0,0,0
1957-05-01,final,AT,GB,Austria,United Kingdom,1,0,1
1957-05-01,final,BE,GB,Belgium,United Kingdom,1,0,1
1957-05-01,final,CH,GB,Switzerland,United Kingdom,2,0,2
1957-05-01,final,DE,GB,Germany,United Kingdom,0,0,0
1957-05-01,final,DK,GB,Denmark,United Kingdom,0,0,0
1957-05-01,final,FR,GB,France,United Kingdom,0,0,0
1957-05-01,final,GB,GB,United Kingdom,United Kingdom,0,0,0
1957-05-01,final,IT,GB,Italy,United Kingdom,0,0,0
1957-05-01,final,LU,GB,Luxembourg,United Kingdom,1,0,1
1957-05-01,final,NL,GB,Netherlands,United Kingdom,1,0,1
1958-05-01,final,AT,AT,Austria,Austria,0,0,0
1958-05-01,final,BE,AT,Belgium,Austria,1,0,1
1958-05-01,final,CH,AT,Switzerland,Austria,2,0,2
1958-05-01,final,DE,AT,Germany,Austria,0,0,0
1958-05-01,final,DK,AT,Denmark,Austria,0,0,0
1958-05-01,final,FR,AT,France,Austria,3,0,3
1958-05-01,final,IT,AT,Italy,Austria,0,0,0
1958-05-01,final,LU,AT,Luxembourg,Austria,1,0,1
1958-05-01,final,NL,AT,Netherlands,Austria,0,0,0
1958-05-01,final,SE,AT,Sweden,Austria,1,0,1
1958-05-01,final,AT,BE,Austria,Belgium,0,0,0
1958-05-01,final,BE,BE,Belgium,Belgium,0,0,0
1958-05-01,final,CH,BE,Switzerland,Belgium,1,0,1
1958-05-01,final,DE,BE,Germany,Belgium,5,0,5
1958-05-01,final,DK,BE,Denmark,Belgium,1,0,1
1958-05-01,final,FR,BE,France,Belgium,0,0,0
1958-05-01,final,IT,BE,Italy,Belgium,0,0,0
1958-05-01,final,LU,BE,Luxembourg,Belgium,0,0,0
1958-05-01,final,NL,BE,Netherlands,Belgium,0,0,0
1958-05-01,final,SE,BE,Sweden,Belgium,1,0,1
1958-05-01,final,AT,DK,Austria,Denmark,0,0,0
1958-05-01,final,BE,DK,Belgium,Denmark,0,0,0
1958-05-01,final,CH,DK,Switzerland,Denmark,0,0,0
1958-05-01,final,DE,DK,Germany,Denmark,0,0,0
1958-05-01,final,DK,DK,Denmark,Denmark,0,0,0
1958-05-01,final,FR,DK,France,Denmark,1,0,1
1958-05-01,final,IT,DK,Italy,Denmark,0,0,0
1958-05-01,final,LU,DK,Luxembourg,Denmark,0,0,0
1958-05-01,final,NL,DK,Netherlands,Denmark,1,0,1
1958-05-01,final,SE,DK,Sweden,Denmark,1,0,1
1958-05-01,final,AT,FR,Austria,France,7,0,7
1958-05-01,final,BE,FR,Belgium,France,1,0,1
1958-05-01,final,CH,FR,Switzerland,France,1,0,1
1958-05-01,final,DE,FR,Germany,France,1,0,1
1958-05-01,final,DK,FR,Denmark,France,9,0,9
1958-05-01,final,FR,FR,France,France,0,0,0
1958-05-01,final,IT,FR,Italy,France,6,0,6
1958-05-01,final,LU,FR,Luxembourg,France,1,0,1
1958-05-01,final,NL,FR,Netherlands,France,0,0,0
1958-05-01,final,SE,FR,Sweden,France,1,0,1
1958-05-01,final,AT,DE,Austria,Germany,1,0,1
1958-05-01,final,BE,DE,Belgium,Germany,1,0,1
1958-05-01,final,CH,DE,Switzerland,Germany,0,0,0
1958-05-01,final,DE,DE,Germany,Germany,0,0,0
1958-05-01,final,DK,DE,Denmark,Germany,0,0,0
1958-05-01,final,FR,DE,France,Germany,2,0,2
1958-05-01,final,IT,DE,Italy,Germany,0,0,0
1958-05-01,final,LU,DE,Luxembourg,Germany,0,0,0
1958-05-01,final,NL,DE,Netherlands,Germany,0,0,0
1958-05-01,final,SE,DE,Sweden,Germany,1,0,1
1958-05-01,final,AT,IT,Austria,Italy,1,0,1
1958-05-01,final,BE,IT,Belgium,Italy,4,0,4
1958-05-01,final,CH,IT,Switzerland,Italy,1,0,1
1958-05-01,final,DE,IT,Germany,Italy,4,0,4
1958-05-01,final,DK,IT,Denmark,Italy,0,0,0
1958-05-01,final,FR,IT,France,Italy,1,0,1
1958-05-01,final,IT,IT,Italy,Italy,0,0,0
1958-05-01,final,LU,IT,Luxembourg,Italy,0,0,0
1958-05-01,final,NL,IT,Netherlands,Italy,1,0,1
1958-05-01,final,SE,IT,Sweden,Italy,1,0,1
1958-05-01,final,AT,LU,Austria,Luxembourg,0,0,0
1958-05-01,final,BE,LU,Belgium,Luxembourg,0,0,0
1958-05-01,final,CH,LU,Switzerland,Luxembourg,1,0,1
1958-05-01,final,DE,LU,Germany,Luxembourg,0,0,0
1958-05-01,final,DK,LU,Denmark,Luxembourg,0,0,0
1958-05-01,final,FR,LU,France,Luxembourg,0,0,0
1958-05-01,final,IT,LU,Italy,Luxembourg,0,0,0
1958-05-01,final,LU,LU,Luxembourg,Luxembourg,0,0,0
1958-05-01,final,NL,LU,Netherlands,Luxembourg,0,0,0
1958-05-01,final,SE,LU,Sweden,Luxembourg,0,0,0
1958-05-01,final,AT,NL,Austria,Netherlands,0,0,0
1958-05-01,final,BE,NL,Belgium,Netherlands,0,0,0
1958-05-01,final,CH,NL,Switzerland,Netherlands,1,0,1
1958-05-01,final,DE,NL,Germany,Netherlands,0,0,0
1958-05-01,final,DK,NL,Denmark,Netherlands,0,0,0
1958-05-01,final,FR,NL,France,Netherlands,0,0,0
1958-05-01,final,IT,NL,Italy,Netherlands,0,0,0
1958-05-01,final,LU,NL,Luxembourg,Netherlands,0,0,0
1958-05-01,final,NL,NL,Netherlands,Netherlands,0,0,0
1958-05-01,final,SE,NL,Sweden,Netherlands,0,0,0
1958-05-01,final,AT,SE,Austria,Sweden,1,0,1
1958-05-01,final,BE,SE,Belgium,Sweden,1,0,1
1958-05-01,final,CH,SE,Switzerland,Sweden,3,0,3
1958-05-01,final,DE,SE,Germany,Sweden,0,0,0
1958-05-01,final,DK,SE,Denmark,Sweden,0,0,0
1958-05-01,final,FR,SE,France,Sweden,0,0,0
1958-05-01,final,IT,SE,Italy,Sweden,0,0,0
1958-05-01,final,LU,SE,Luxembourg,Sweden,3,0,3
1958-05-01,final,NL,SE,Netherlands,Sweden,2,0,2
1958-05-01,final,SE,SE,Sweden,Sweden,0,0,0
1958-05-01,final,AT,CH,Austria,Switzerland,0,0,0
1958-05-01,final,BE,CH,Belgium,Switzerland,2,0,2
1958-05-01,final,CH,CH,Switzerland,Switzerland,0,0,0
1958-05-01,final,DE,CH,Germany,Switzerland,0,0,0
1958-05-01,final,DK,CH,Denmark,Switzerland,0,0,0
1958-05-01,final,FR,CH,France,Switzerland,3,0,3
1958-05-01,final,IT,CH,Italy,Switzerland,4,0,4
1958-05-01,final,LU,CH,Luxembourg,Switzerland,5,0,5
1958-05-01,final,NL,CH,Netherlands,Switzerland,6,0,6
1958-05-01,final,SE,CH,Sweden,Switzerland,4,0,4
1959-05-01,final,AT,AT,Austria,Austria,0,0,0
1959-05-01,final,BE,AT,Belgium,Austria,0,0,0
1959-05-01,final,CH,AT,Switzerland,Austria,1,0,1
1959-05-01,final,DE,AT,Germany,Austria,0,0,0
1959-05-01,final,DK,AT,Denmark,Austria,0,0,0
1959-05-01,final,FR,AT,France,Austria,0,0,0
1959-05-01,final,GB,AT,United Kingdom,Austria,0,0,0
1959-05-01,final,IT,AT,Italy,Austria,0,0,0
1959-05-01,final,MC,AT,Monaco,Austria,1,0,1
1959-05-01,final,NL,AT,Netherlands,Austria,0,0,0
1959-05-01,final,SE,AT,Sweden,Austria,2,0,2
1959-05-01,final,AT,BE,Austria,Belgium,0,0,0
1959-05-01,final,BE,BE,Belgium,Belgium,0,0,0
1959-05-01,final,CH,BE,Switzerland,Belgium,0,0,0
1959-05-01,final,DE,BE,Germany,Belgium,3,0,3
1959-05-01,final,DK,BE,Denmark,Belgium,2,0,2
1959-05-01,final,FR,BE,France,Belgium,0,0,0
1959-05-01,final,GB,BE,United Kingdom,Belgium,2,0,2
1959-05-01,final,IT,BE,Italy,Belgium,0,0,0
1959-05-01,final,MC,BE,Monaco,Belgium,1,0,1
1959-05-01,final,NL,BE,Netherlands,Belgium,1,0,1
1959-05-01,final,SE,BE,Sweden,Belgium,0,0,0
1959-05-01,final,AT,DK,Austria,Denmark,2,0,2
1959-05-01,final,BE,DK,Belgium,Denmark,0,0,0
1959-05-01,final,CH,DK,Switzerland,Denmark,1,0,1
1959-05-01,final,DE,DK,Germany,Denmark,0,0,0
1959-05-01,final,DK,DK,Denmark,Denmark,0,0,0
1959-05-01,final,FR,DK,France,Denmark,0,0,0
1959-05-01,final,GB,DK,United Kingdom,Denmark,2,0,2
1959-05-01,final,IT,DK,Italy,Denmark,1,0,1
1959-05-01,final,MC,DK,Monaco,Denmark,1,0,1
1959-05-01,final,NL,DK,Netherlands,Denmark,1,0,1
1959-05-01,final,SE,DK,Sweden,Denmark,4,0,4
1959-05-01,final,AT,FR,Austria,France,1,0,1
1959-05-01,final,BE,FR,Belgium,France,2,0,2
1959-05-01,final,CH,FR,Switzerland,France,1,0,1
1959-05-01,final,DE,FR,Germany,France,4,0,4
1959-05-01,final,DK,FR,Denmark,France,4,0,4
1959-05-01,final,FR,FR,France,France,0,0,0
1959-05-01,final,GB,FR,United Kingdom,France,0,0,0
1959-05-01,final,IT,FR,Italy,France,1,0,1
1959-05-01,final,MC,FR,Monaco,France,2,0,2
1959-05-01,final,NL,FR,Netherlands,France,0,0,0
1959-05-01,final,SE,FR,Sweden,France,0,0,0
1959-05-01,final,AT,DE,Austria,Germany,0,0,0
1959-05-01,final,BE,DE,Belgium,Germany,1,0,1
1959-05-01,final,CH,DE,Switzerland,Germany,1,0,1
1959-05-01,final,DE,DE,Germany,Germany,0,0,0
1959-05-01,final,DK,DE,Denmark,Germany,0,0,0
1959-05-01,final,FR,DE,France,Germany,2,0,2
1959-05-01,final,GB,DE,United Kingdom,Germany,0,0,0
1959-05-01,final,IT,DE,Italy,Germany,1,0,1
1959-05-01,final,MC,DE,Monaco,Germany,0,0,0
1959-05-01,final,NL,DE,Netherlands,Germany,0,0,0
1959-05-01,final,SE,DE,Sweden,Germany,0,0,0
1959-05-01,final,AT,IT,Austria,Italy,0,0,0
1959-05-01,final,BE,IT,Belgium,Italy,1,0,1
1959-05-01,final,CH,IT,Switzerland,Italy,3,0,3
1959-05-01,final,DE,IT,Germany,Italy,0,0,0
1959-05-01,final,DK,IT,Denmark,Italy,0,0,0
1959-05-01,final,FR,IT,France,Italy,3,0,3
1959-05-01,final,GB,IT,United Kingdom,Italy,0,0,0
1959-05-01,final,IT,IT,Italy,Italy,0,0,0
1959-05-01,final,MC,IT,Monaco,Italy,1,0,1
1959-05-01,final,NL,IT,Netherlands,Italy,0,0,0
1959-05-01,final,SE,IT,Sweden,Italy,1,0,1
1959-05-01,final,AT,MC,Austria,Monaco,1,0,1
1959-05-01,final,BE,MC,Belgium,Monaco,0,0,0
1959-05-01,final,CH,MC,Switzerland,Monaco,0,0,0
1959-05-01,final,DE,MC,Germany,Monaco,0,0,0
1959-05-01,final,DK,MC,Denmark,Monaco,0,0,0
1959-05-01,final,FR,MC,France,Monaco,0,0,0
1959-05-01,final,GB,MC,United Kingdom,Monaco,0,0,0
1959-05-01,final,IT,MC,Italy,Monaco,0,0,0
1959-05-01,final,MC,MC,Monaco,Monaco,0,0,0
1959-05-01,final,NL,MC,Netherlands,Monaco,0,0,0
1959-05-01,final,SE,MC,Sweden,Monaco,0,0,0
1959-05-01,final,AT,NL,Austria,Netherlands,3,0,3
1959-05-01,final,BE,NL,Belgium,Netherlands,3,0,3
1959-05-01,final,CH,NL,Switzerland,Netherlands,0,0,0
1959-05-01,final,DE,NL,Germany,Netherlands,2,0,2
1959-05-01,final,DK,NL,Denmark,Netherlands,0,0,0
1959-05-01,final,FR,NL,France,Netherlands,4,0,4
1959-05-01,final,GB,NL,United Kingdom,Netherlands,1,0,1
1959-05-01,final,IT,NL,Italy,Netherlands,7,0,7
1959-05-01,final,MC,NL,Monaco,Netherlands,1,0,1
1959-05-01,final,NL,NL,Netherlands,Netherlands,0,0,0
1959-05-01,final,SE,NL,Sweden,Netherlands,0,0,0
1959-05-01,final,AT,SE,Austria,Sweden,0,0,0
1959-05-01,final,BE,SE,Belgium,Sweden,0,0,0
1959-05-01,final,CH,SE,Switzerland,Sweden,0,0,0
1959-05-01,final,DE,SE,Germany,Sweden,0,0,0
1959-05-01,final,DK,SE,Denmark,Sweden,1,0,1
1959-05-01,final,FR,SE,France,Sweden,0,0,0
1959-05-01,final,GB,SE,United Kingdom,Sweden,0,0,0
1959-05-01,final,IT,SE,Italy,Sweden,0,0,0
1959-05-01,final,MC,SE,Monaco,Sweden,0,0,0
1959-05-01,final,NL,SE,Netherlands,Sweden,3,0,3
1959-05-01,final,SE,SE,Sweden,Sweden,0,0,0
1959-05-01,final,AT,CH,Austria,Switzerland,1,0,1
1959-05-01,final,BE,CH,Belgium,Switzerland,1,0,1
1959-05-01,final,CH,CH,Switzerland,Switzerland,0,0,0
1959-05-01,final,DE,CH,Germany,Switzerland,1,0,1
1959-05-01,final,DK,CH,Denmark,Switzerland,2,0,2
1959-05-01,final,FR,CH,France,Switzerland,0,0,0
1959-05-01,final,GB,CH,United Kingdom,Switzerland,5,0,5
1959-05-01,final,IT,CH,Italy,Switzerland,0,0,0
1959-05-01,final,MC,CH,Monaco,Switzerland,1,0,1
1959-05-01,final,NL,CH,Netherlands,Switzerland,0,0,0
1959-05-01,final,SE,CH,Sweden,Switzerland,3,0,3
1959-05-01,final,AT,GB,Austria,United Kingdom,2,0,2
1959-05-01,final,BE,GB,Belgium,United Kingdom,2,0,2
1959-05-01,final,CH,GB,Switzerland,United Kingdom,3,0,3
1959-05-01,final,DE,GB,Germany,United Kingdom,0,0,0
1959-05-01,final,DK,GB,Denmark,United Kingdom,1,0,1
1959-05-01,final,FR,GB,France,United Kingdom,1,0,1
1959-05-01,final,GB,GB,United Kingdom,United Kingdom,0,0,0
1959-05-01,final,IT,GB,Italy,United Kingdom,0,0,0
1959-05-01,final,MC,GB,Monaco,United Kingdom,2,0,2
1959-05-01,final,NL,GB,Netherlands,United Kingdom,5,0,5
1959-05-01,final,SE,GB,Sweden,United Kingdom,0,0,0
1960-05-01,final,AT,AT,Austria,Austria,0,0,0
1960-05-01,final,BE,AT,Belgium,Austria,1,0,1
1960-05-01,final,CH,AT,Switzerland,Austria,0,0,0
1960-05-01,final,DE,AT,Germany,Austria,0,0,0
1960-05-01,final,DK,AT,Denmark,Austria,2,0,2
1960-05-01,final,FR,AT,France,Austria,0,0,0
1960-05-01,final,GB,AT,United Kingdom,Austria,2,0,2
1960-05-01,final,IT,AT,Italy,Austria,1,0,1
1960-05-01,final,LU,AT,Luxembourg,Austria,0,0,0
1960-05-01,final,MC,AT,Monaco,Austria,0,0,0
1960-05-01,final,NL,AT,Netherlands,Austria,0,0,0
1960-05-01,final,NO,AT,Norway,Austria,0,0,0
1960-05-01,final,SE,AT,Sweden,Austria,0,0,0
1960-05-01,final,AT,BE,Austria,Belgium,1,0,1
1960-05-01,final,BE,BE,Belgium,Belgium,0,0,0
1960-05-01,final,CH,BE,Switzerland,Belgium,0,0,0
1960-05-01,final,DE,BE,Germany,Belgium,1,0,1
1960-05-01,final,DK,BE,Denmark,Belgium,0,0,0
1960-05-01,final,FR,BE,France,Belgium,0,0,0
1960-05-01,final,GB,BE,United Kingdom,Belgium,0,0,0
1960-05-01,final,IT,BE,Italy,Belgium,3,0,3
1960-05-01,final,LU,BE,Luxembourg,Belgium,0,0,0
1960-05-01,final,MC,BE,Monaco,Belgium,0,0,0
1960-05-01,final,NL,BE,Netherlands,Belgium,0,0,0
1960-05-01,final,NO,BE,Norway,Belgium,0,0,0
1960-05-01,final,SE,BE,Sweden,Belgium,4,0,4
1960-05-01,final,AT,DK,Austria,Denmark,0,0,0
1960-05-01,final,BE,DK,Belgium,Denmark,0,0,0
1960-05-01,final,CH,DK,Switzerland,Denmark,0,0,0
1960-05-01,final,DE,DK,Germany,Denmark,0,0,0
1960-05-01,final,DK,DK,Denmark,Denmark,0,0,0
1960-05-01,final,FR,DK,France,Denmark,0,0,0
1960-05-01,final,GB,DK,United Kingdom,Denmark,1,0,1
1960-05-01,final,IT,DK,Italy,Denmark,0,0,0
1960-05-01,final,LU,DK,Luxembourg,Denmark,1,0,1
1960-05-01,final,MC,DK,Monaco,Denmark,0,0,0
1960-05-01,final,NL,DK,Netherlands,Denmark,0,0,0
1960-05-01,final,NO,DK,Norway,Denmark,2,0,2
1960-05-01,final,SE,DK,Sweden,Denmark,0,0,0
1960-05-01,final,AT,FR,Austria,France,1,0,1
1960-05-01,final,BE,FR,Belgium,France,3,0,3
1960-05-01,final,CH,FR,Switzerland,France,1,0,1
1960-05-01,final,DE,FR,Germany,France,1,0,1
1960-05-01,final,DK,FR,Denmark,France,4,0,4
1960-05-01,final,FR,FR,France,France,0,0,0
1960-05-01,final,GB,FR,United Kingdom,France,5,0,5
1960-05-01,final,IT,FR,Italy,France,0,0,0
1960-05-01,final,LU,FR,Luxembourg,France,1,0,1
1960-05-01,final,MC,FR,Monaco,France,5,0,5
1960-05-01,final,NL,FR,Netherlands,France,2,0,2
1960-05-01,final,NO,FR,Norway,France,5,0,5
1960-05-01,final,SE,FR,Sweden,France,4,0,4
1960-05-01,final,AT,DE,Austria,Germany,2,0,2
1960-05-01,final,BE,DE,Belgium,Germany,2,0,2
1960-05-01,final,CH,DE,Switzerland,Germany,0,0,0
1960-05-01,final,DE,DE,Germany,Germany,0,0,0
1960-05-01,final,DK,DE,Denmark,Germany,0,0,0
1960-05-01,final,FR,DE,France,Germany,4,0,4
1960-05-01,final,GB,DE,United Kingdom,Germany,0,0,0
1960-05-01,final,IT,DE,Italy,Germany,0,0,0
1960-05-01,final,LU,DE,Luxembourg,Germany,0,0,0
1960-05-01,final,MC,DE,Monaco,Germany,2,0,2
1960-05-01,final,NL,DE,Netherlands,Germany,0,0,0
1960-05-01,final,NO,DE,Norway,Germany,0,0,0
1960-05-01,final,SE,DE,Sweden,Germany,1,0,1
1960-05-01,final,AT,IT,Austria,Italy,0,0,0
1960-05-01,final,BE,IT,Belgium,Italy,1,0,1
1960-05-01,final,CH,IT,Switzerland,Italy,0,0,0
1960-05-01,final,DE,IT,Germany,Italy,0,0,0
1960-05-01,final,DK,IT,Denmark,Italy,0,0,0
1960-05-01,final,FR,IT,France,Italy,0,0,0
1960-05-01,final,GB,IT,United Kingdom,Italy,0,0,0
1960-05-01,final,IT,IT,Italy,Italy,0,0,0
1960-05-01,final,LU,IT,Luxembourg,Italy,1,0,1
1960-05-01,final,MC,IT,Monaco,Italy,2,0,2
1960-05-01,final,NL,IT,Netherlands,Italy,1,0,1
1960-05-01,final,NO,IT,Norway,Italy,0,0,0
1960-05-01,final,SE,IT,Sweden,Italy,0,0,0
1960-05-01,final,AT,LU,Austria,Luxembourg,0,0,0
1960-05-01,final,BE,LU,Belgium,Luxembourg,0,0,0
1960-05-01,final,CH,LU,Switzerland,Luxembourg,0,0,0
1960-05-01,final,DE,LU,Germany,Luxembourg,0,0,0
1960-05-01,final,DK,LU,Denmark,Luxembourg,0,0,0
1960-05-01,final,FR,LU,France,Luxembourg,0,0,0
1960-05-01,final,GB,LU,United Kingdom,Luxembourg,0,0,0
1960-05-01,final,IT,LU,Italy,Luxembourg,1,0,1
1960-05-01,final,LU,LU,Luxembourg,Luxembourg,0,0,0
1960-05-01,final,MC,LU,Monaco,Luxembourg,0,0,0
1960-05-01,final,NL,LU,Netherlands,Luxembourg,0,0,0
1960-05-01,final,NO,LU,Norway,Luxembourg,0,0,0
1960-05-01,final,SE,LU,Sweden,Luxembourg,0,0,0
1960-05-01,final,AT,MC,Austria,Monaco,0,0,0
1960-05-01,final,BE,MC,Belgium,Monaco,0,0,0
1960-05-01,final,CH,MC,Switzerland,Monaco,1,0,1
1960-05-01,final,DE,MC,Germany,Monaco,7,0,7
1960-05-01,final,DK,MC,Denmark,Monaco,2,0,2
1960-05-01,final,FR,MC,France,Monaco,3,0,3
1960-05-01,final,GB,MC,United Kingdom,Monaco,1,0,1
1960-05-01,final,IT,MC,Italy,Monaco,0,0,0
1960-05-01,final,LU,MC,Luxembourg,Monaco,1,0,1
1960-05-01,final,MC,MC,Monaco,Monaco,0,0,0
1960-05-01,final,NL,MC,Netherlands,Monaco,0,0,0
1960-05-01,final,NO,MC,Norway,Monaco,0,0,0
1960-05-01,final,SE,MC,Sweden,Monaco,0,0,0
1960-05-01,final,AT,NL,Austria,Netherlands,0,0,0
1960-05-01,final,BE,NL,Belgium,Netherlands,1,0,1
1960-05-01,final,CH,NL,Switzerland,Netherlands,0,0,0
1960-05-01,final,DE,NL,Germany,Netherlands,0,0,0
1960-05-01,final,DK,NL,Denmark,Netherlands,0,0,0
1960-05-01,final,FR,NL,France,Netherlands,0,0,0
1960-05-01,final,GB,NL,United Kingdom,Netherlands,0,0,0
1960-05-01,final,IT,NL,Italy,Netherlands,1,0,1
1960-05-01,final,LU,NL,Luxembourg,Netherlands,0,0,0
1960-05-01,final,MC,NL,Monaco,Netherlands,0,0,0
1960-05-01,final,NL,NL,Netherlands,Netherlands,0,0,0
1960-05-01,final,NO,NL,Norway,Netherlands,0,0,0
1960-05-01,final,SE,NL,Sweden,Netherlands,0,0,0
1960-05-01,final,AT,NO,Austria,Norway,1,0,1
1960-05-01,final,BE,NO,Belgium,Norway,1,0,1
1960-05-01,final,CH,NO,Switzerland,Norway,4,0,4
1960-05-01,final,DE,NO,Germany,Norway,0,0,0
1960-05-01,final,DK,NO,Denmark,Norway,2,0,2
1960-05-01,final,FR,NO,France,Norway,1,0,1
1960-05-01,final,GB,NO,United Kingdom,Norway,1,0,1
1960-05-01,final,IT,NO,Italy,Norway,0,0,0
1960-05-01,final,LU,NO,Luxembourg,Norway,0,0,0
1960-05-01,final,MC,NO,Monaco,Norway,0,0,0
1960-05-01,final,NL,NO,Netherlands,Norway,1,0,1
1960-05-01,final,NO,NO,Norway,Norway,0,0,0
1960-05-01,final,SE,NO,Sweden,Norway,0,0,0
1960-05-01,final,AT,SE,Austria,Sweden,0,0,0
1960-05-01,final,BE,SE,Belgium,Sweden,0,0,0
1960-05-01,final,CH,SE,Switzerland,Sweden,0,0,0
1960-05-01,final,DE,SE,Germany,Sweden,0,0,0
